name,yeartmp,value,lastValue,rank,year,date
condos_sold,2015.06,353000,356500,10,79,July 2015
condos_sold,2015.05,356500,357000,10,78,June 2015
condos_sold,2015.04,357000,360000,10,77,May 2015
condos_sold,2015.03,360000,355000,10,76,April 2015
condos_sold,2015.02,355000,330000,10,75,March 2015
condos_sold,2015.01,330000,337500,10,74,February 2015
condos_sold,2015.0,337500,341500,10,73,January 2015
condos_sold,2014.11,341500,339490,10,72,December 2014
condos_sold,2014.1,339490,343000,10,71,November 2014
condos_sold,2014.09,343000,340000,10,70,October 2014
condos_sold,2014.08,340000,330000,10,69,September 2014
condos_sold,2014.07,330000,340500,10,68,August 2014
condos_sold,2014.06,340500,349500,10,67,July 2014
condos_sold,2014.05,349500,340000,10,66,June 2014
condos_sold,2014.04,340000,347900,10,65,May 2014
condos_sold,2014.03,347900,338100,10,64,April 2014
condos_sold,2014.02,338100,339000,10,63,March 2014
condos_sold,2014.01,339000,330750,10,62,February 2014
condos_sold,2014.0,330750,325000,8,61,January 2014
condos_sold,2013.11,325000,330500,10,60,December 2013
condos_sold,2013.1,330500,332500,10,59,November 2013
condos_sold,2013.09,332500,331000,10,58,October 2013
condos_sold,2013.08,331000,321900,10,57,September 2013
condos_sold,2013.07,321900,327000,10,56,August 2013
condos_sold,2013.06,327000,330000,10,55,July 2013
condos_sold,2013.05,330000,336000,10,54,June 2013
condos_sold,2013.04,336000,335000,10,53,May 2013
condos_sold,2013.03,335000,330500,10,52,April 2013
condos_sold,2013.02,330500,320250,10,51,March 2013
condos_sold,2013.01,320250,323250,10,50,February 2013
condos_sold,2013.0,323250,315000,10,49,January 2013
condos_sold,2012.11,315000,316125,9,48,December 2012
condos_sold,2012.1,316125,325500,10,47,November 2012
condos_sold,2012.09,325500,328000,10,46,October 2012
condos_sold,2012.08,328000,321000,10,45,September 2012
condos_sold,2012.07,321000,322500,10,44,August 2012
condos_sold,2012.06,322500,332800,10,43,July 2012
condos_sold,2012.05,332800,335759,10,42,June 2012
condos_sold,2012.04,335759,333000,10,41,May 2012
condos_sold,2012.03,333000,329000,8,40,April 2012
condos_sold,2012.02,329000,328000,9,39,March 2012
condos_sold,2012.01,328000,314000,10,38,February 2012
condos_sold,2012.0,314000,320000,10,37,January 2012
condos_sold,2011.11,320000,324500,10,36,December 2011
condos_sold,2011.1,324500,331500,8,35,November 2011
condos_sold,2011.09,331500,327000,9,34,October 2011
condos_sold,2011.08,327000,323250,10,33,September 2011
condos_sold,2011.07,323250,328000,8,32,August 2011
condos_sold,2011.06,328000,328000,8,31,July 2011
condos_sold,2011.05,328000,324950,10,30,June 2011
condos_sold,2011.04,324950,326000,10,29,May 2011
condos_sold,2011.03,326000,320000,9,28,April 2011
condos_sold,2011.02,320000,322000,9,27,March 2011
condos_sold,2011.01,322000,308000,9,26,February 2011
condos_sold,2011.0,308000,310000,10,25,January 2011
condos_sold,2010.11,310000,308000,8,24,December 2010
condos_sold,2010.1,308000,309000,10,23,November 2010
condos_sold,2010.09,309000,306500,8,22,October 2010
condos_sold,2010.08,306500,297000,9,21,September 2010
condos_sold,2010.07,297000,305000,8,20,August 2010
condos_sold,2010.06,305000,304000,9,19,July 2010
condos_sold,2010.05,304000,310000,10,18,June 2010
condos_sold,2010.04,310000,303000,10,17,May 2010
condos_sold,2010.03,303000,307500,9,16,April 2010
condos_sold,2010.02,307500,309000,7,15,March 2010
condos_sold,2010.01,309000,292500,9,14,February 2010
condos_sold,2010.0,292500,299000,7,13,January 2010
condos_sold,2009.11,299000,296250,7,12,December 2009
condos_sold,2009.1,296250,296000,7,11,November 2009
condos_sold,2009.09,296000,289000,7,10,October 2009
condos_sold,2009.08,289000,278000,9,9,September 2009
condos_sold,2009.07,278000,282950,10,8,August 2009
condos_sold,2009.06,282950,275000,8,7,July 2009
condos_sold,2009.05,275000,266500,10,6,June 2009
condos_sold,2009.04,266500,264800,9,5,May 2009
condos_sold,2009.03,264800,257000,10,4,April 2009
condos_sold,2009.02,257000,250000,10,3,March 2009
condos_sold,2009.01,250000,249900,10,2,February 2009
condos_sold,2009.0,249900,249900,8,1,January 2009
condoTown_ask,2019.1,599000,639000,7,131,November 2019
condoTown_ask,2019.09,639000,633950,8,130,October 2019
condoTown_ask,2019.08,633950,598000,8,129,September 2019
condoTown_ask,2019.07,598000,599900,8,128,August 2019
condoTown_ask,2019.06,599900,615000,8,127,July 2019
condoTown_ask,2019.05,615000,629000,8,126,June 2019
condoTown_ask,2019.04,629000,599000,8,125,May 2019
condoTown_ask,2019.03,599000,589450,8,124,April 2019
condoTown_ask,2019.02,589450,599000,8,123,March 2019
condoTown_ask,2019.01,599000,599000,8,122,February 2019
condoTown_ask,2019.0,599000,603500,7,121,January 2019
condoTown_ask,2018.11,603500,575000,7,120,December 2018
condoTown_ask,2018.1,575000,599900,8,119,November 2018
condoTown_ask,2018.09,599900,597000,8,118,October 2018
condoTown_ask,2018.08,597000,560000,7,117,September 2018
condoTown_ask,2018.07,560000,599000,8,116,August 2018
condoTown_ask,2018.06,599000,599900,7,115,July 2018
condoTown_ask,2018.05,599900,599450,8,114,June 2018
condoTown_ask,2018.04,599450,599000,7,113,May 2018
condoTown_ask,2018.03,599000,589000,8,112,April 2018
condoTown_ask,2018.02,589000,589500,8,111,March 2018
condoTown_ask,2018.01,589500,529950,7,110,February 2018
condoTown_ask,2018.0,529950,524395,8,109,January 2018
condoTown_ask,2017.11,524395,534400,7,108,December 2017
condoTown_ask,2017.1,534400,595400,8,107,November 2017
condoTown_ask,2017.09,595400,541073,7,106,October 2017
condoTown_ask,2017.08,541073,542500,8,105,September 2017
condoTown_ask,2017.07,542500,554450,7,104,August 2017
condoTown_ask,2017.06,554450,549950,8,103,July 2017
condoTown_ask,2017.05,549950,567500,8,102,June 2017
condoTown_ask,2017.04,567500,544450,8,101,May 2017
condoTown_ask,2017.03,544450,509450,8,100,April 2017
condoTown_ask,2017.02,509450,499000,8,99,March 2017
condoTown_ask,2017.01,499000,488844,8,98,February 2017
condoTown_ask,2017.0,488844,498900,8,97,January 2017
condoTown_ask,2016.11,498900,499000,8,96,December 2016
condoTown_ask,2016.1,499000,499000,8,95,November 2016
condoTown_ask,2016.09,499000,479900,8,94,October 2016
condoTown_ask,2016.08,479900,478500,8,93,September 2016
condoTown_ask,2016.07,478500,459000,8,92,August 2016
condoTown_ask,2016.06,459000,477450,8,91,July 2016
condoTown_ask,2016.05,477450,469000,8,90,June 2016
condoTown_ask,2016.04,469000,462400,8,89,May 2016
condoTown_ask,2016.03,462400,456450,8,88,April 2016
condoTown_ask,2016.02,456450,449000,8,87,March 2016
condoTown_ask,2016.01,449000,429450,8,86,February 2016
condoTown_ask,2016.0,429450,414900,7,85,January 2016
condoTown_ask,2015.11,414900,429950,7,84,December 2015
condoTown_ask,2015.1,429950,432400,8,83,November 2015
condoTown_ask,2015.09,432400,418000,8,82,October 2015
condoTown_ask,2015.08,418000,427950,8,81,September 2015
condoTown_ask,2015.07,427950,438800,8,80,August 2015
condoTown_ask,2015.06,438800,408944,8,79,July 2015
condoTown_ask,2015.05,408944,425000,8,78,June 2015
condoTown_ask,2015.04,425000,429000,8,77,May 2015
condoTown_ask,2015.03,429000,405000,8,76,April 2015
condoTown_ask,2015.02,405000,388000,8,75,March 2015
condoTown_ask,2015.01,388000,394999,8,74,February 2015
condoTown_ask,2015.0,394999,368750,8,73,January 2015
condoTown_ask,2014.11,368750,415900,7,72,December 2014
condoTown_ask,2014.1,415900,398900,8,71,November 2014
condoTown_ask,2014.09,398900,389900,7,70,October 2014
condoTown_ask,2014.08,389900,389900,7,69,September 2014
condoTown_ask,2014.07,389900,389450,7,68,August 2014
condoTown_ask,2014.06,389450,385000,7,67,July 2014
condoTown_ask,2014.05,385000,388000,8,66,June 2014
condoTown_ask,2014.04,388000,389900,8,65,May 2014
condoTown_ask,2014.03,389900,359950,7,64,April 2014
condoTown_ask,2014.02,359950,395000,8,63,March 2014
condoTown_ask,2014.01,395000,330000,8,62,February 2014
condoTown_ask,2014.0,330000,358000,9,61,January 2014
condoTown_ask,2013.11,358000,369000,8,60,December 2013
condoTown_ask,2013.1,369000,389000,7,59,November 2013
condoTown_ask,2013.09,389000,349900,7,58,October 2013
condoTown_ask,2013.08,349900,339900,7,57,September 2013
condoTown_ask,2013.07,339900,369450,7,56,August 2013
condoTown_ask,2013.06,369450,359000,7,55,July 2013
condoTown_ask,2013.05,359000,368000,7,54,June 2013
condoTown_ask,2013.04,368000,339900,7,53,May 2013
condoTown_ask,2013.03,339900,348150,7,52,April 2013
condoTown_ask,2013.02,348150,343900,7,51,March 2013
condoTown_ask,2013.01,343900,339000,7,50,February 2013
condoTown_ask,2013.0,339000,318450,7,49,January 2013
condoTown_ask,2012.11,318450,348888,8,48,December 2012
condoTown_ask,2012.1,348888,357950,7,47,November 2012
condoTown_ask,2012.09,357950,339000,7,46,October 2012
condoTown_ask,2012.08,339000,339900,7,45,September 2012
condoTown_ask,2012.07,339900,333900,7,44,August 2012
condoTown_ask,2012.06,333900,355000,7,43,July 2012
condoTown_ask,2012.05,355000,349000,8,42,June 2012
condoTown_ask,2012.04,349000,329000,8,41,May 2012
condoTown_ask,2012.03,329000,319450,10,40,April 2012
condoTown_ask,2012.02,319450,339500,10,39,March 2012
condoTown_ask,2012.01,339500,324950,7,38,February 2012
condoTown_ask,2012.0,324950,325000,7,37,January 2012
condoTown_ask,2011.11,325000,319990,8,36,December 2011
condoTown_ask,2011.1,319990,329000,9,35,November 2011
condoTown_ask,2011.09,329000,329900,10,34,October 2011
condoTown_ask,2011.08,329900,319000,8,33,September 2011
condoTown_ask,2011.07,319000,321950,10,32,August 2011
condoTown_ask,2011.06,321950,329000,9,31,July 2011
condoTown_ask,2011.05,329000,335500,9,30,June 2011
condoTown_ask,2011.04,335500,326950,7,29,May 2011
condoTown_ask,2011.03,326950,329000,8,28,April 2011
condoTown_ask,2011.02,329000,322400,7,27,March 2011
condoTown_ask,2011.01,322400,329000,8,26,February 2011
condoTown_ask,2011.0,329000,308950,7,25,January 2011
condoTown_ask,2010.11,308950,320950,9,24,December 2010
condoTown_ask,2010.1,320950,300000,7,23,November 2010
condoTown_ask,2010.09,300000,309900,9,22,October 2010
condoTown_ask,2010.08,309900,296450,8,21,September 2010
condoTown_ask,2010.07,296450,305900,9,20,August 2010
condoTown_ask,2010.06,305900,309900,8,19,July 2010
condoTown_ask,2010.05,309900,311900,8,18,June 2010
condoTown_ask,2010.04,311900,319900,8,17,May 2010
condoTown_ask,2010.03,319900,299000,7,16,April 2010
condoTown_ask,2010.02,299000,315000,10,15,March 2010
condoTown_ask,2010.01,315000,289900,8,14,February 2010
condoTown_ask,2010.0,289900,284950,9,13,January 2010
condoTown_ask,2009.11,284950,288944,9,12,December 2009
condoTown_ask,2009.1,288944,289900,10,11,November 2009
condoTown_ask,2009.09,289900,299900,9,10,October 2009
condoTown_ask,2009.08,299900,284900,7,9,September 2009
condoTown_ask,2009.07,284900,279900,7,8,August 2009
condoTown_ask,2009.06,279900,289950,10,7,July 2009
condoTown_ask,2009.05,289950,274000,7,6,June 2009
condoTown_ask,2009.04,274000,274950,7,5,May 2009
condoTown_ask,2009.03,274950,269450,7,4,April 2009
condoTown_ask,2009.02,269450,299450,7,3,March 2009
condoTown_ask,2009.01,299450,239900,7,2,February 2009
condoTown_ask,2009.0,239900,239900,9,1,January 2009
condoTown_sold,2019.1,598000,639500,8,131,November 2019
condoTown_sold,2019.09,639500,635000,7,130,October 2019
condoTown_sold,2019.08,635000,600000,7,129,September 2019
condoTown_sold,2019.07,600000,607500,7,128,August 2019
condoTown_sold,2019.06,607500,633000,7,127,July 2019
condoTown_sold,2019.05,633000,637000,7,126,June 2019
condoTown_sold,2019.04,637000,611000,7,125,May 2019
condoTown_sold,2019.03,611000,592500,7,124,April 2019
condoTown_sold,2019.02,592500,600000,7,123,March 2019
condoTown_sold,2019.01,600000,595000,7,122,February 2019
condoTown_sold,2019.0,595000,598750,8,121,January 2019
condoTown_sold,2018.11,598750,577000,8,120,December 2018
condoTown_sold,2018.1,577000,610000,7,119,November 2018
condoTown_sold,2018.09,610000,592000,7,118,October 2018
condoTown_sold,2018.08,592000,569000,8,117,September 2018
condoTown_sold,2018.07,569000,590000,7,116,August 2018
condoTown_sold,2018.06,590000,600500,8,115,July 2018
condoTown_sold,2018.05,600500,594000,7,114,June 2018
condoTown_sold,2018.04,594000,615000,8,113,May 2018
condoTown_sold,2018.03,615000,600000,7,112,April 2018
condoTown_sold,2018.02,600000,584000,7,111,March 2018
condoTown_sold,2018.01,584000,531500,8,110,February 2018
condoTown_sold,2018.0,531500,522500,7,109,January 2018
condoTown_sold,2017.11,522500,539750,8,108,December 2017
condoTown_sold,2017.1,539750,582500,7,107,November 2017
condoTown_sold,2017.09,582500,546000,8,106,October 2017
condoTown_sold,2017.08,546000,537250,7,105,September 2017
condoTown_sold,2017.07,537250,570000,8,104,August 2017
condoTown_sold,2017.06,570000,562500,7,103,July 2017
condoTown_sold,2017.05,562500,600000,7,102,June 2017
condoTown_sold,2017.04,600000,620500,7,101,May 2017
condoTown_sold,2017.03,620500,620000,7,100,April 2017
condoTown_sold,2017.02,620000,571000,7,99,March 2017
condoTown_sold,2017.01,571000,539500,7,98,February 2017
condoTown_sold,2017.0,539500,515000,7,97,January 2017
condoTown_sold,2016.11,515000,523750,7,96,December 2016
condoTown_sold,2016.1,523750,525000,7,95,November 2016
condoTown_sold,2016.09,525000,503500,7,94,October 2016
condoTown_sold,2016.08,503500,495000,7,93,September 2016
condoTown_sold,2016.07,495000,476000,7,92,August 2016
condoTown_sold,2016.06,476000,492500,7,91,July 2016
condoTown_sold,2016.05,492500,488000,7,90,June 2016
condoTown_sold,2016.04,488000,489000,7,89,May 2016
condoTown_sold,2016.03,489000,476000,7,88,April 2016
condoTown_sold,2016.02,476000,461000,7,87,March 2016
condoTown_sold,2016.01,461000,424000,7,86,February 2016
condoTown_sold,2016.0,424000,412000,8,85,January 2016
condoTown_sold,2015.11,412000,430050,8,84,December 2015
condoTown_sold,2015.1,430050,435450,7,83,November 2015
condoTown_sold,2015.09,435450,420000,7,82,October 2015
condoTown_sold,2015.08,420000,428000,7,81,September 2015
condoTown_sold,2015.07,428000,444000,7,80,August 2015
condoTown_sold,2015.06,444000,430750,7,79,July 2015
condoTown_sold,2015.05,430750,437500,7,78,June 2015
condoTown_sold,2015.04,437500,441000,7,77,May 2015
condoTown_sold,2015.03,441000,420000,7,76,April 2015
condoTown_sold,2015.02,420000,392250,7,75,March 2015
condoTown_sold,2015.01,392250,395000,7,74,February 2015
condoTown_sold,2015.0,395000,364000,7,73,January 2015
condoTown_sold,2014.11,364000,420000,8,72,December 2014
condoTown_sold,2014.1,420000,395000,7,71,November 2014
condoTown_sold,2014.09,395000,388000,8,70,October 2014
condoTown_sold,2014.08,388000,386000,8,69,September 2014
condoTown_sold,2014.07,386000,385875,8,68,August 2014
condoTown_sold,2014.06,385875,388000,8,67,July 2014
condoTown_sold,2014.05,388000,388000,7,66,June 2014
condoTown_sold,2014.04,388000,387000,7,65,May 2014
condoTown_sold,2014.03,387000,372500,8,64,April 2014
condoTown_sold,2014.02,372500,400000,7,63,March 2014
condoTown_sold,2014.01,400000,320000,7,62,February 2014
condoTown_sold,2014.0,320000,359000,10,61,January 2014
condoTown_sold,2013.11,359000,359900,7,60,December 2013
condoTown_sold,2013.1,359900,380000,8,59,November 2013
condoTown_sold,2013.09,380000,345800,8,58,October 2013
condoTown_sold,2013.08,345800,336100,8,57,September 2013
condoTown_sold,2013.07,336100,363000,8,56,August 2013
condoTown_sold,2013.06,363000,355700,8,55,July 2013
condoTown_sold,2013.05,355700,361400,8,54,June 2013
condoTown_sold,2013.04,361400,338000,8,53,May 2013
condoTown_sold,2013.03,338000,342250,9,52,April 2013
condoTown_sold,2013.02,342250,343000,8,51,March 2013
condoTown_sold,2013.01,343000,332500,8,50,February 2013
condoTown_sold,2013.0,332500,309500,8,49,January 2013
condoTown_sold,2012.11,309500,338000,10,48,December 2012
condoTown_sold,2012.1,338000,350000,8,47,November 2012
condoTown_sold,2012.09,350000,335000,8,46,October 2012
condoTown_sold,2012.08,335000,335000,9,45,September 2012
condoTown_sold,2012.07,335000,328500,8,44,August 2012
condoTown_sold,2012.06,328500,356000,9,43,July 2012
condoTown_sold,2012.05,356000,355000,7,42,June 2012
condoTown_sold,2012.04,355000,329500,7,41,May 2012
condoTown_sold,2012.03,329500,331000,9,40,April 2012
condoTown_sold,2012.02,331000,337750,7,39,March 2012
condoTown_sold,2012.01,337750,319250,8,38,February 2012
condoTown_sold,2012.0,319250,320000,8,37,January 2012
condoTown_sold,2011.11,320000,319000,9,36,December 2011
condoTown_sold,2011.1,319000,334900,10,35,November 2011
condoTown_sold,2011.09,334900,331000,8,34,October 2011
condoTown_sold,2011.08,331000,320000,7,33,September 2011
condoTown_sold,2011.07,320000,320500,9,32,August 2011
condoTown_sold,2011.06,320500,331500,10,31,July 2011
condoTown_sold,2011.05,331500,332000,7,30,June 2011
condoTown_sold,2011.04,332000,322000,8,29,May 2011
condoTown_sold,2011.03,322000,320500,10,28,April 2011
condoTown_sold,2011.02,320500,316750,8,27,March 2011
condoTown_sold,2011.01,316750,322500,10,26,February 2011
condoTown_sold,2011.0,322500,299000,8,25,January 2011
condoTown_sold,2010.11,299000,312250,10,24,December 2010
condoTown_sold,2010.1,312250,297500,9,23,November 2010
condoTown_sold,2010.09,297500,304000,10,22,October 2010
condoTown_sold,2010.08,304000,288500,10,21,September 2010
condoTown_sold,2010.07,288500,300000,10,20,August 2010
condoTown_sold,2010.06,300000,310000,10,19,July 2010
condoTown_sold,2010.05,310000,310000,7,18,June 2010
condoTown_sold,2010.04,310000,317500,9,17,May 2010
condoTown_sold,2010.03,317500,300000,8,16,April 2010
condoTown_sold,2010.02,300000,315000,8,15,March 2010
condoTown_sold,2010.01,315000,290500,7,14,February 2010
condoTown_sold,2010.0,290500,282950,8,13,January 2010
condoTown_sold,2009.11,282950,289500,10,12,December 2009
condoTown_sold,2009.1,289500,288900,9,11,November 2009
condoTown_sold,2009.09,288900,299250,10,10,October 2009
condoTown_sold,2009.08,299250,283000,8,9,September 2009
condoTown_sold,2009.07,283000,280500,8,8,August 2009
condoTown_sold,2009.06,280500,285000,9,7,July 2009
condoTown_sold,2009.05,285000,266000,8,6,June 2009
condoTown_sold,2009.04,266000,267750,10,5,May 2009
condoTown_sold,2009.03,267750,266000,9,4,April 2009
condoTown_sold,2009.02,266000,289000,8,3,March 2009
condoTown_sold,2009.01,289000,230000,8,2,February 2009
condoTown_sold,2009.0,230000,230000,10,1,January 2009
freeTown_ask,2019.1,899000,899000,4,131,November 2019
freeTown_ask,2019.09,899000,899000,4,130,October 2019
freeTown_ask,2019.08,899000,830000,4,129,September 2019
freeTown_ask,2019.07,830000,849000,4,128,August 2019
freeTown_ask,2019.06,849000,899000,4,127,July 2019
freeTown_ask,2019.05,899000,899000,4,126,June 2019
freeTown_ask,2019.04,899000,874900,4,125,May 2019
freeTown_ask,2019.03,874900,859900,4,124,April 2019
freeTown_ask,2019.02,859900,899000,4,123,March 2019
freeTown_ask,2019.01,899000,849900,4,122,February 2019
freeTown_ask,2019.0,849900,799000,4,121,January 2019
freeTown_ask,2018.11,799000,889900,4,120,December 2018
freeTown_ask,2018.1,889900,849900,4,119,November 2018
freeTown_ask,2018.09,849900,828000,4,118,October 2018
freeTown_ask,2018.08,828000,799800,4,117,September 2018
freeTown_ask,2018.07,799800,834500,4,116,August 2018
freeTown_ask,2018.06,834500,888500,4,115,July 2018
freeTown_ask,2018.05,888500,849900,4,114,June 2018
freeTown_ask,2018.04,849900,849900,4,113,May 2018
freeTown_ask,2018.03,849900,859900,4,112,April 2018
freeTown_ask,2018.02,859900,849900,4,111,March 2018
freeTown_ask,2018.01,849900,824450,4,110,February 2018
freeTown_ask,2018.0,824450,789950,4,109,January 2018
freeTown_ask,2017.11,789950,799900,3,108,December 2017
freeTown_ask,2017.1,799900,849900,4,107,November 2017
freeTown_ask,2017.09,849900,832000,4,106,October 2017
freeTown_ask,2017.08,832000,800000,4,105,September 2017
freeTown_ask,2017.07,800000,799900,4,104,August 2017
freeTown_ask,2017.06,799900,841000,4,103,July 2017
freeTown_ask,2017.05,841000,874500,4,102,June 2017
freeTown_ask,2017.04,874500,799900,4,101,May 2017
freeTown_ask,2017.03,799900,799000,5,100,April 2017
freeTown_ask,2017.02,799000,788888,5,99,March 2017
freeTown_ask,2017.01,788888,749950,5,98,February 2017
freeTown_ask,2017.0,749950,718800,4,97,January 2017
freeTown_ask,2016.11,718800,749000,4,96,December 2016
freeTown_ask,2016.1,749000,749000,4,95,November 2016
freeTown_ask,2016.09,749000,699900,4,94,October 2016
freeTown_ask,2016.08,699900,678000,4,93,September 2016
freeTown_ask,2016.07,678000,699000,4,92,August 2016
freeTown_ask,2016.06,699000,699900,4,91,July 2016
freeTown_ask,2016.05,699900,699000,4,90,June 2016
freeTown_ask,2016.04,699000,699000,4,89,May 2016
freeTown_ask,2016.03,699000,699000,4,88,April 2016
freeTown_ask,2016.02,699000,699000,4,87,March 2016
freeTown_ask,2016.01,699000,599900,4,86,February 2016
freeTown_ask,2016.0,599900,679000,4,85,January 2016
freeTown_ask,2015.11,679000,679900,4,84,December 2015
freeTown_ask,2015.1,679900,676944,4,83,November 2015
freeTown_ask,2015.09,676944,659450,4,82,October 2015
freeTown_ask,2015.08,659450,599000,4,81,September 2015
freeTown_ask,2015.07,599000,629000,4,80,August 2015
freeTown_ask,2015.06,629000,649950,4,79,July 2015
freeTown_ask,2015.05,649950,649900,4,78,June 2015
freeTown_ask,2015.04,649900,609900,4,77,May 2015
freeTown_ask,2015.03,609900,629000,4,76,April 2015
freeTown_ask,2015.02,629000,629000,4,75,March 2015
freeTown_ask,2015.01,629000,629000,4,74,February 2015
freeTown_ask,2015.0,629000,569900,4,73,January 2015
freeTown_ask,2014.11,569900,599000,4,72,December 2014
freeTown_ask,2014.1,599000,599950,4,71,November 2014
freeTown_ask,2014.09,599950,599900,4,70,October 2014
freeTown_ask,2014.08,599900,559000,4,69,September 2014
freeTown_ask,2014.07,559000,589000,4,68,August 2014
freeTown_ask,2014.06,589000,598900,4,67,July 2014
freeTown_ask,2014.05,598900,599000,4,66,June 2014
freeTown_ask,2014.04,599000,589900,4,65,May 2014
freeTown_ask,2014.03,589900,575000,4,64,April 2014
freeTown_ask,2014.02,575000,595800,4,63,March 2014
freeTown_ask,2014.01,595800,539000,4,62,February 2014
freeTown_ask,2014.0,539000,554495,4,61,January 2014
freeTown_ask,2013.11,554495,569900,4,60,December 2013
freeTown_ask,2013.1,569900,562000,4,59,November 2013
freeTown_ask,2013.09,562000,549000,4,58,October 2013
freeTown_ask,2013.08,549000,519000,4,57,September 2013
freeTown_ask,2013.07,519000,538500,3,56,August 2013
freeTown_ask,2013.06,538500,525000,4,55,July 2013
freeTown_ask,2013.05,525000,549000,4,54,June 2013
freeTown_ask,2013.04,549000,525000,4,53,May 2013
freeTown_ask,2013.03,525000,539900,4,52,April 2013
freeTown_ask,2013.02,539900,529900,4,51,March 2013
freeTown_ask,2013.01,529900,540000,4,50,February 2013
freeTown_ask,2013.0,540000,529000,4,49,January 2013
freeTown_ask,2012.11,529000,529900,3,48,December 2012
freeTown_ask,2012.1,529900,529000,3,47,November 2012
freeTown_ask,2012.09,529000,499950,3,46,October 2012
freeTown_ask,2012.08,499950,479000,4,45,September 2012
freeTown_ask,2012.07,479000,499000,3,44,August 2012
freeTown_ask,2012.06,499000,499900,3,43,July 2012
freeTown_ask,2012.05,499900,539900,4,42,June 2012
